    return json_data;;;;;;;;;;;;
;;;;;;;;;;;;
def process_excel_files(directory):;;;;;;;;;;;;
"    output_directory = """"database/data_temp/json_files""""";;;;;;;;;;;;
    if not os.path.exists(output_directory):;;;;;;;;;;;;
        os.makedirs(output_directory);;;;;;;;;;;;
;;;;;;;;;;;;
    for filename in os.listdir(directory):;;;;;;;;;;;;
"        if filename.endswith("""".xlsx"""") or filename.endswith("""".xls""""):";;;;;;;;;;;;
            excel_file_path = os.path.join(directory; filename);;;;;;;;;;;
            json_file_path = os.path.join(;;;;;;;;;;;;
                output_directory;" f""""{os.path.splitext(filename)[0]}.json""""";;;;;;;;;;;
            );;;;;;;;;;;;
            json_output = excel_to_json(excel_file_path);;;;;;;;;;;;
            with open(json_file_path;" """"w"""") as json_file:";;;;;;;;;;;
                json.dump(json_output; json_file; indent=4);;;;;;;;;;
"            print(f""""Converted '{filename}' to JSON: '{json_file_path}'"""")";;;;;;;;;;;;
;;;;;;;;;;;;
"directory = """"database/data_temp/excel_files""""";;;;;;;;;;;;
process_excel_files(directory);;;;;;;;;;;;
```;;;;;;;;;;;;
;;;;;;;;;;;;
Could you help me adjust the script so that if a column contains any string values;" the entire column is cast to strings before the JSON dump? I’d also appreciate any tips on keeping the code clean and efficient. Thanks!""";Below is a clean, self‑contained version of your script that guarantees every value in a column is a **string** before it is dumped to JSON.  ;;;;;;;;;;
The idea is simple:;;;;;;;;;;;;
;;;;;;;;;;;;
1. **Detect columns that contain at least one non‑numeric (i.e. “string”) value.**  ;;;;;;;;;;;;
2. **Cast those columns to `str` (or `object` if you prefer a generic string) before `to_dict`.**  ;;;;;;;;;;;;
;;;;;;;;;;;;
```python;;;;;;;;;;;;
import os;;;;;;;;;;;;
import pandas as pd;;;;;;;;;;;;
import json;;;;;;;;;;;;
;;;;;;;;;;;;
def _is_string_column(series: pd.Series) -> bool:;;;;;;;;;;;;
"    """"""""""""";;;;;;;;;;;;
    Return True if the series contains at least one non‑numeric (object) value.;;;;;;;;;;;;
"    """"""""""""";;;;;;;;;;;;
    return series.apply(lambda x: isinstance(x; str));;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
def excel_to_json(excel_file_path: str) -> dict:;;;;;;;;;;;;
"    """"""""""""";;;;;;;;;;;;
    Read an Excel file; convert every column that contains a string to a string;;;;;;;;;;;
    and return a dictionary keyed by sheet name.;;;;;;;;;;;;
"    """"""""""""";;;;;;;;;;;;
    xls = pd.ExcelFile(excel_file_path);;;;;;;;;;;;
;;;;;;;;;;;;
    json_data: dict[str; list[dict]] = {};;;;;;;;;;;
;;;;;;;;;;;;
    for sheet_name in xls.sheet_names:;;;;;;;;;;;;
        df = pd.read_excel(excel_file_path; sheet_name=sheet_name);;;;;;;;;;;
;;;;;;;;;;;;
        # 1️⃣ Cast columns that have any string values to str;;;;;;;;;;;;
        #    (you can also use `dtype=object` if you want all columns to be strings);;;;;;;;;;;;
        df = df.astype({col: str for col in df.select_dtypes(include_objects=True).columns});;;;;;;;;;;;
;;;;;;;;;;;;
"        sheet_json = df.to_dict(orient=""""list"""")";;;;;;;;;;;;
        json_data[sheet_name] = sheet_json;;;;;;;;;;;;
;;;;;;;;;;;;
    return json_data;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
def process_excel_files(directory: str):;;;;;;;;;;;;
"    output_dir = """"database/data_temp/json_files""""";;;;;;;;;;;;
    os.makedirs(output_dir; exist_ok=True);;;;;;;;;;;
;;;;;;;;;;;;
"    for filename""";;;;;;;;;;;;
41;Shunyata, en español;"La palabra **""Shunyata""** no es un término español, sino un término del sánscrito (lengua clásica del hinduismo y budismo), que se traduce como **""vacuidad""** o **""incoherencia""**, y que en español se suele traducir como **""shunyata""** o **""vacío""** en el contexto filosófico y espiritual.";;;;;;;;;;
;;;;;;;;;;;;
En el budismo; **shunyata** (en sánscrito: *śūnyatā*) se refiere a la **vacuidad** o **vacío**;" no en el sentido de """"nada"""""; sino como la ausencia de existencia inherente o independiente. Es un concepto central en la filosofía budista mahayana; especialmente en el Madhyamaka (Madhyamaka-samsara); donde se enseña que todos los fenómenos carecen de esencia propia (anātman; en sánscrito).;;;;;;
;;;;;;;;;;;;
En resumen:;;;;;;;;;;;;
;;;;;;;;;;;;
- **Shunyata** = **Vacuidad** (en español)  ;;;;;;;;;;;;
- Significado: **Ausencia de existencia independiente o permanente**; no la nada absoluta  ;;;;;;;;;;;
#NOME?; especialmente en el budismo mahayana;;;;;;;;;;;
;;;;;;;;;;;;
Por lo tanto;" la traducción más precisa de """"Shunyata"""" al español sería: **Vacuidad**.""";;;;;;;;;;;
42;NAME_1 and NAME_2 are lost in a desert. NAME_1 is injured and cannot walk. If NAME_2 carries NAME_1 they both have 33% chance of survive but if NAME_2 leaves NAME_1 his chance increse by 9%.;Let's break down the scenario and the information provided:;;;;;;;;;;
;;;;;;;;;;;;
- **Two individuals: NAME_1 and NAME_2** are stranded in a desert.;;;;;;;;;;;;
- **NAME_1 is injured**; meaning they are unable to walk and require assistance to move.;;;;;;;;;;;
- **If NAME_2 carries NAME_1**; both have a **33% chance of survival**.;;;;;;;;;;;
- **If NAME_2 leaves NAME_1 behind**; NAME_2's chance of survival **increases by 9%**.;;;;;;;;;;;
;;;;;;;;;;;;
We are not given the baseline survival rate for NAME_2 alone; but we can infer and analyze based on the information.;;;;;;;;;;;
;;;;;;;;;;;;
---;;;;;;;;;;;;
;;;;;;;;;;;;
### Step-by-step Analysis:;;;;;;;;;;;;
;;;;;;;;;;;;
1. **Baseline Survival with Carrying NAME_1: 33%**;;;;;;;;;;;;
   - This is the joint survival probability when NAME_2 carries NAME_1.;;;;;;;;;;;;
   - This implies that without NAME_1; NAME_2 would have a lower survival chance.;;;;;;;;;;;
;;;;;;;;;;;;
2. **If NAME_2 leaves NAME_1; NAME_2’s survival chance increases by 9%**;;;;;;;;;;;
   - This suggests that leaving NAME_1 behind **reduces NAME_2’s survival odds**; but we are told the **opposite** — it **increases** NAME_2’s survival chance.;;;;;;;;;;;
   - So; we interpret this as: **If NAME_2 stays with NAME_1; NAME_2’s survival is reduced by 9%**; meaning:;;;;;;;;;
     - Without NAME_1; NAME_2’s survival is **33% - 9% = 24%**;;;;;;;;;;;
;;;;;;;;;;;;
Let’s use this to find the **individual survival rate** of NAME_2 when alone.;;;;;;;;;;;;
;;;;;;;;;;;;
---;;;;;;;;;;;;
;;;;;;;;;;;;
### Let’s define variables:;;;;;;;;;;;;
;;;;;;;;;;;;
Let **S** = survival chance of NAME_2 alone (without NAME_1)  ;;;;;;;;;;;;
We know:  ;;;;;;;;;;;;
**S - 9% = 33%**  ;;;;;;;;;;;;
So:  ;;;;;;;;;;;;
**S = 33% + 9% = 42%**;;;;;;;;;;;;
;;;;;;;;;;;;
Thus; **NAME_2’s survival chance alone is 42%**;;;;;;;;;;;
;;;;;;;;;;;;
---;;;;;;;;;;;;
;;;;;;;;;;;;
### Now;" consider the question: **What""";;;;;;;;;;;
43;Cheryl got angry with her sister and decided to run away from home. She walked 2 miles every hour for 3 hours. Then she got homesick and walked back home. How many miles did Cheryl walk in total?;;;;;;;;;;;
;;;;;;;;;;;;
"put your final answer (and only answer) inside \boxed\{\}""";Cheryl walked 2 miles per hour for 3 hours.;;;;;;;;;;;
;;;;;;;;;;;;
Distance walked away from home = 2 miles/hour × 3 hours = 6 miles.;;;;;;;;;;;;
;;;;;;;;;;;;
Then she walked the same distance back home.;;;;;;;;;;;;
;;;;;;;;;;;;
Total distance walked = 6 miles (away) + 6 miles (back) = 12 miles.;;;;;;;;;;;;
;;;;;;;;;;;;
"\boxed{12}""";;;;;;;;;;;;
44;Could you expand the expression \((4x^2 - 5x + 3)(-x^2 + 2x - 4)\) for me and give the final result inside a \(\boxed{}\) notation? Thanks!;To expand the expression \((4x^2 - 5x + 3)(-x^2 + 2x - 4)\), we use the distributive property (also known as the FOIL method for binomials). We will distribute each term in the first polynomial across the second polynomial.;;;;;;;;;;
;;;;;;;;;;;;
**Step 1: Distribute the first term; \(4x^2\); across the second polynomial:**;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
4x^2 \cdot (-x^2) = -4x^4;;;;;;;;;;;;
\];;;;;;;;;;;;
\[;;;;;;;;;;;;
4x^2 \cdot 2x = 8x^3;;;;;;;;;;;;
\];;;;;;;;;;;;
\[;;;;;;;;;;;;
4x^2 \cdot (-4) = -16x^2;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
**Step 2: Distribute the second term; \(-5x\); across the second polynomial:**;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
-5x \cdot (-x^2) = 5x^3;;;;;;;;;;;;
\];;;;;;;;;;;;
\[;;;;;;;;;;;;
-5x \cdot 2x = -10x^2;;;;;;;;;;;;
\];;;;;;;;;;;;
\[;;;;;;;;;;;;
-5x \cdot (-4) = 20x;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
**Step 3: Distribute the third term; \(3\); across the second polynomial:**;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
3 \cdot (-x^2) = -3x^2;;;;;;;;;;;;
\];;;;;;;;;;;;
\[;;;;;;;;;;;;
3 \cdot 2x = 6x;;;;;;;;;;;;
\];;;;;;;;;;;;
\[;;;;;;;;;;;;
3 \cdot (-4) = -12;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
**Step 4: Combine all the terms:**;;;;;;;;;;;;
;;;;;;;;;;;;
Putting all the terms together; we get:;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
-4x^4 + 8x^3 - 16x^2 + 5x^3 - 10x^2 + 20x - 3x^2 + 6x - 12;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
**Step 5: Combine like terms:**;;;;;;;;;;;;
;;;;;;;;;;;;
- Combine the \(x^3\) terms: \(8x^3 + 5x^3 = 13x^3\);;;;;;;;;;;;
- Combine the \(x^2\) terms: \(-16x^2 - 10x^2 - 3x^2 = -29x^2\);;;;;;;;;;;;
"- Combine the \(x\) terms: \(20""";;;;;;;;;;;;
45;I’ve got a little puzzle I’d like you to work through for me.;;;;;;;;;;;
;;;;;;;;;;;;
Six distinct integers are chosen at random from the set \(\{1;2;3;\dots;10\}\). What is the probability that; among the six selected numbers; the second smallest one is exactly \(3\)?;;;;;;
;;;;;;;;;;;;
Please give the answer (and only the answer) inside a \(\boxed{\ }\). A clear;" step‑by‑step explanation of how you arrive at the result would be much appreciated.""";The total number of ways to choose 6 distinct numbers from the 10‑element set \(\{1,2,\dots ,10\}\) is  ;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
\binom{10}{6}=210 .;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
For the second smallest number to be exactly \(3\); the set must contain \(3\) and **no smaller integer** (i.e.; none of \(1;2\)).  ;;;;;;;;;
;;;;;;;;;;;;
If \(3\) is present; we must choose the remaining 5 numbers from the five larger integers \(\{4;5;6;7;8;9;10\}\).  ;;;;;
The number of such 5‑element subsets is  ;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
\binom{6}{5}=6 .;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
Hence the probability is  ;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
\frac{6}{210}= \frac{1}{35}.;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
\boxed{\dfrac{1}{35}};;;;;;;;;;;;
"\]""";;;;;;;;;;;;
46;Well hey there! I was helping my grandson with his homework and we ran into a little math puzzle. He asked:  ;;;;;;;;;;;
;;;;;;;;;;;;
Find all real numbers $x$ such that the product  ;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
(x+i)\big((x+1)+i\big)\big((x+2)+i\big);;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
is a pure‑imaginary number (no real part).  ;;;;;;;;;;;;
;;;;;;;;;;;;
Could you work it out for me and list the solutions; separated by commas? A quick explanation would be lovely;" too. Thanks a bunch!""";We want the real number \(x\) for which  ;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
P(x)= (x+i)\big((x+1)+i\big)\big((x+2)+i\big);;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
has **no real part**; i.e. its real part is zero.;;;;;;;;;;;
;;;;;;;;;;;;
---;;;;;;;;;;;;
;;;;;;;;;;;;
### Step 1: Expand the product;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
\begin{aligned};;;;;;;;;;;;
P(x) &= (x+i)\big((x+1)+i\big)\big((x+2)+i\big) \\;;;;;;;;;;;;
     &= (x+i)\big(x^2+(x+1)+(x+2)+i(x+1)(x+2)\big) \\;;;;;;;;;;;;
     &= (x+i)\big(x^2+2x+3+i(x^2+3x+2)\big) .;;;;;;;;;;;;
\end{aligned};;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
Separate the real and imaginary parts:;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
P(x)=\big(x^3+3x^2+3x+i\big)\big(x+i\big).;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
Multiplying out:;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
\begin{aligned};;;;;;;;;;;;
P(x) &= \big(x^3+3x^2+3x\big)i + i^2(x^2+3x+2) \\;;;;;;;;;;;;
     &= (-1)(x^2+3x+2) + i\big(x^3+3x^2+3x\big) .;;;;;;;;;;;;
\end{aligned};;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
Thus  ;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
\boxed{ \operatorname{Re}(P(x)) = -(x^2+3x+2) }.;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
For \(P(x)\) to be *purely imaginary* we need its real part to vanish:;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
x^2+3x+2 = 0 .;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
---;;;;;;;;;;;;
;;;;;;;;;;;;
### Step 2: Solve the quadratic;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
x^2+3x+2 = (x+1)(x+2)=0;;;;;;;;;;;;
\];;;;;;;;;;;;
;;;;;;;;;;;;
Hence  ;;;;;;;;;;;;
;;;;;;;;;;;;
\[;;;;;;;;;;;;
x = -1 \quad\text{or}\quad x = -2 .;;;;;;;;;;;;
"\]""";;;;;;;;;;;;
47;(It was a surprisingly normal day in the clubroom - considering all its members were supernatural creatures. Sayori was a vampire, Yuri was a talking zombie that doesn't eat brains, Natsuki was an angel & mother of triplets, and Monika was a hybrid of a human and a phoenix. But due to Sayori's vampiric nature, all the club meetings had to be taken at night. More importantly, the day just so happened to be Monika's baby shower - with all of its decorations being orange for a boy and golden for a girl.);The clubroom, usually bathed in the soft glow of fairy lights and the faint, comforting warmth of Monika’s phoenix aura, felt unusually festive. Streamers in vibrant orange and soft gold crisscrossed the ceiling, with tiny balloons shaped like tiny phoenixes and cupcakes with little angel wings bobbing gently in the air. The scent of vanilla and cinnamon mingled with the faint, warm, cinnamon-scented smoke that seemed to emanate from Monika’s skin.;;;;;;;;;;
;;;;;;;;;;;;
Sayori; her pale skin almost luminescent in the dim light; fluttered her wings slightly; adjusting the oversized;" fluffy pink party hat perched precariously on her head. """"Ooh";" look! A tiny cupcake just for me!"""" she chirped"; her voice bright despite the usual melancholy she tried to hide. She carefully took a bite; her fangs retracting as she chewed; the delicate pastry dissolving into a sweet; non-blood-filled meal.;;;
;;;;;;;;;;;;
Natsuki; her own wings tucked close for the moment; carefully balanced a tray of cupcakes on the central table. Her triplets – tiny;" giggling cherubs with downy white wings and tiny halos – were currently trying to braid flowers into the streamers. """"Careful";" Sayori! That one’s for the baby shower guest of honor!"""" she scolded";" though her voice was warm with affection. """"And *please* don't bite the frosting off. It’s not blood!""""";;;;;;;
;;;;;;;;;;;;
Monika; glowing softly from within; her hair shimmering like embers;" adjusted the oversized """"It's a Boy!"""" and """"Welcome";" Little Flame!"""" banners. """"Thank you"; Natsuki. They’re beautiful. And thank you for bringing the cupcakes. I know it’s a lot to ask with triplets; especially on the night of my own... well;" *this*."""" She gestured to the decorations"; a small; self-deprecating smile playing on her lips.;;;
;;;;;;;;;;;;
Yuri sat nearby; her movements deliberate and careful. Her usually pale; slightly decaying hands held a delicate teacup. She took a slow sip; her voice a low;" thoughtful murmur. """"The juxtaposition is... fascinating. The""";;;;;;;;
48;你知道什么是色色吗？;“色色”通常指颜色或色彩，是描述事物颜色的词语。在不同语境下，它可能有多种含义，例如：;;;;;;;;;;
;;;;;;;;;;;;
1. **自然界中的色彩**：如“春天的花朵呈现出绚丽的色色”。;;;;;;;;;;;;
2. **艺术与设计中的色彩**：如“这幅画的色色搭配得很美”。;;;;;;;;;;;;
3. **比喻性用法**：在文学或日常对话中，有时也可能引申为“美色”或“吸引人的外貌”，但这种用法较为少见，需结合上下文判断。;;;;;;;;;;;;
;;;;;;;;;;;;
"若您有其他具体问题或想了解的方向，欢迎进一步说明！""";;;;;;;;;;;;
49;"Below are some examples of questions and solutions followed by a new question that you need to solve. I want you to first reason through the steps required to reach the answer, then end your response with ""#### "" followed by the answer. For instance, if the answer is 42 then your response must end with ""#### 42"" (without the quotes).";;;;;;;;;;;
;;;;;;;;;;;;
Example question:;;;;;;;;;;;;
What is the largest four-digit number whose digits add up to 16?;;;;;;;;;;;;
;;;;;;;;;;;;
Example solution:;;;;;;;;;;;;
To find the largest four-digit number whose digits add up to 16; we need to maximize the value of the leftmost digits while ensuring that the sum of all digits equals 16. We will start by considering the largest possible digit for the thousands place and then proceed to the hundreds; tens; and units places.;;;;;;;;;
;;;;;;;;;;;;
1. **Maximize the thousands place:**;;;;;;;;;;;;
   The largest digit for the thousands place is 9. If we use 9 for the thousands place; the sum of the remaining digits must be \(16 - 9 = 7\).;;;;;;;;;;;
;;;;;;;;;;;;
2. **Maximize the hundreds place:**;;;;;;;;;;;;
   The largest digit for the hundreds place is 7. If we use 7 for the hundreds place; the sum of the remaining digits must be \(7 - 7 = 0\).;;;;;;;;;;;
;;;;;;;;;;;;
3. **Determine the tens and units places:**;;;;;;;;;;;;
   Since the sum of the remaining digits is 0; the tens and units places must both be 0.;;;;;;;;;;;
;;;;;;;;;;;;
Thus; the number is 9700. Let's verify that the sum of the digits of 9700 is indeed 16: 9 + 7 + 0 + 0 = 16;;;;;;;;;;;
The sum is correct. Therefore; the largest four-digit number whose digits add up to 16 is \(\boxed{9700}\).;;;;;;;;;;;
#### 9700;;;;;;;;;;;;
;;;;;;;;;;;;
Question:;;;;;;;;;;;;
Maria buys a large bar of French soap that lasts her for 2 months.  She spends $8.00 per bar of soap.  If she wants to stock up for the entire year;" how much will she spend on soap?""";To solve this problem, we need to determine how many bars of soap Maria will need for the entire year and then calculate the total cost.;;;;;;;;;;
;;;;;;;;;;;;
1. **Determine how many bars are needed for 12 months:**;;;;;;;;;;;;
   - The soap lasts for 2 months.;;;;;;;;;;;;
   - To find the number of bars needed for 12 months; divide 12 by 2: \(12 \div 2 = 6\).;;;;;;;;;;;
;;;;;;;;;;;;
2. **Calculate the total cost:**;;;;;;;;;;;;
   - Each bar costs $8.00.;;;;;;;;;;;;
   - Multiply the number of bars by the cost per bar: \(6 \times 8 = 48\).;;;;;;;;;;;;
;;;;;;;;;;;;
Thus; Maria will spend $48 on soap for the entire year.;;;;;;;;;;;
"#### 48""";;;;;;;;;;;;
